Player,Team,Season,PPG,RPG,APG,Winrate,MVP
Tony Wroten,PHI,14_15,16.9,2.9,5.2,0.22,0
Paul Millsap,ATL,14_15,16.7,7.8,3.1,0.732,0
Al Jefferson,CHO,14_15,16.6,8.4,1.7,0.402,0
Tyreke Evans,NOP,14_15,16.6,5.3,6.6,0.549,0
Kawhi Leonard,SAS,14_15,16.5,7.2,2.5,0.671,0
Isaiah Thomas,BOSPHO,14_15,16.4,2.3,4.2,,0
Kevin Love,CLE,14_15,16.4,9.7,2.2,0.646,0
JJ Redick,LAC,14_15,16.4,2.1,1.8,0.683,0
Goran Dragic,MIAPHO,14_15,16.3,3.5,4.5,,0
Darren Collison,SAC,14_15,16.1,3.2,5.6,0.354,0
Zach Randolph,MEM,14_15,16.1,10.5,2.2,0.671,0
George Hill,IND,14_15,16.1,4.2,5.1,0.463,0
Derrick Favors,UTA,14_15,16.0,8.2,1.5,0.463,0
Wesley Matthews,POR,14_15,15.9,3.7,2.3,0.622,0
Jeff Teague,ATL,14_15,15.9,2.5,7.0,0.732,0
Greg Monroe,DET,14_15,15.9,10.2,2.1,0.39,0
Mike Conley,MEM,14_15,15.8,3.0,5.4,0.671,0
Jamal Crawford,LAC,14_15,15.8,1.9,2.5,0.683,0
Dwight Howard,HOU,14_15,15.8,10.5,1.2,0.683,0
Chandler Parsons,DAL,14_15,15.7,4.9,2.4,0.61,0
Lou Williams,TOR,14_15,15.5,1.9,2.0,0.598,0
Enes Freedom,OKCUTA,14_15,15.5,8.9,0.7,,0
Brandon Jennings,DET,14_15,15.4,2.5,6.6,0.39,0
Markieff Morris,PHO,14_15,15.3,6.2,2.3,0.476,0
Bradley Beal,WAS,14_15,15.3,3.8,3.1,0.561,0
Ty Lawson,DEN,14_15,15.2,3.1,9.6,0.366,0
Al Horford,ATL,14_15,15.2,7.2,3.2,0.732,0
Jeff Green,BOSMEM,14_15,15.0,4.2,1.7,,0
Andrea Bargnani,NYK,14_15,14.8,4.4,1.6,0.207,0
Jrue Holiday,NOP,14_15,14.8,3.4,6.8,0.549,0
Michael Carter-Williams,MILPHI,14_15,14.6,5.3,6.7,,0
Reggie Jackson,DETOKC,14_15,14.5,4.2,6.0,,0
Joe Johnson,BRK,14_15,14.4,4.8,3.6,0.463,0
Tony Parker,SAS,14_15,14.4,1.9,4.9,0.671,0
Serge Ibaka,OKC,14_15,14.3,7.8,0.9,0.549,0
Mo Williams,CHOMIN,14_15,14.2,2.6,6.2,,0
Thaddeus Young,BRKMIN,14_15,14.1,5.4,2.3,,0
Luol Deng,MIA,14_15,14.0,5.2,1.9,0.451,0
Wilson Chandler,DEN,14_15,13.9,6.1,1.7,0.366,0
Avery Bradley,BOS,14_15,13.9,3.1,1.8,0.488,0
Tim Duncan,SAS,14_15,13.9,9.1,3.0,0.671,0
Alec Burks,UTA,14_15,13.9,4.2,3.0,0.463,0
Andre Drummond,DET,14_15,13.8,13.5,0.7,0.39,0
Ryan Anderson,NOP,14_15,13.7,4.8,0.9,0.549,0
Shabazz Muhammad,MIN,14_15,13.5,4.1,1.2,0.195,0
Robert Covington,PHI,14_15,13.5,4.5,1.5,0.22,0
C.J. Miles,IND,14_15,13.5,3.1,1.1,0.463,0
Eric Gordon,NOP,14_15,13.4,2.6,3.8,0.549,0
Nick Young,LAL,14_15,13.4,2.3,1.0,0.256,0
Khris Middleton,MIL,14_15,13.4,4.4,2.3,0.5,0
Jared Sullinger,BOS,14_15,13.3,7.6,2.3,0.488,0
Arron Afflalo,DENPOR,14_15,13.3,3.2,1.7,,0
Deron Williams,BRK,14_15,13.0,3.5,6.6,0.463,0
Trey Burke,UTA,14_15,12.8,2.7,4.3,0.463,0
Trevor Ariza,HOU,14_15,12.8,5.6,2.5,0.683,0
Kentavious Caldwell-Pope,DET,14_15,12.7,3.1,1.3,0.39,0
Giannis Antetokounmpo,MIL,14_15,12.7,6.7,2.6,0.5,0
Rodney Stuckey,IND,14_15,12.6,3.5,3.1,0.463,0
DeMarre Carroll,ATL,14_15,12.6,5.3,1.7,0.732,0
Kenneth Faried,DEN,14_15,12.6,8.9,1.2,0.366,0
Nikola Pekovic,MIN,14_15,12.5,7.5,0.9,0.195,0
Danilo Gallinari,DEN,14_15,12.4,3.7,1.4,0.366,0
Josh Smith,DETHOU,14_15,12.4,6.4,3.3,,0
Jabari Parker,MIL,14_15,12.3,5.5,1.7,0.5,0
Marcin Gortat,WAS,14_15,12.2,8.7,1.2,0.561,0
Kyle Korver,ATL,14_15,12.1,4.1,2.6,0.732,0
Ben McLemore,SAC,14_15,12.1,2.9,1.7,0.354,0
Gerald Henderson,CHO,14_15,12.1,3.4,2.6,0.402,0
J.R. Smith,CLENYK,14_15,12.1,3.1,2.8,,0
Donatas Motiejunas,HOU,14_15,12.0,5.9,1.8,0.683,0
Jonas Valanciunas,TOR,14_15,12.0,8.7,0.5,0.598,0
Evan Fournier,ORL,14_15,12.0,2.6,2.1,0.305,0
Jordan Hill,LAL,14_15,12.0,7.9,1.5,0.256,0
Jarrett Jack,BRK,14_15,12.0,3.1,4.7,0.463,0
Jabari Brown,LAL,14_15,11.9,1.9,2.1,0.256,0
Gerald Green,PHO,14_15,11.9,2.5,1.2,0.476,0
Jordan Clarkson,LAL,14_15,11.9,3.2,3.5,0.256,0
Paul Pierce,WAS,14_15,11.9,4.0,2.0,0.561,0
Langston Galloway,NYK,14_15,11.8,4.2,3.3,0.207,0
Carlos Boozer,LAL,14_15,11.8,6.8,1.3,0.256,0
Dion Waiters,CLEOKC,14_15,11.8,2.4,2.0,,0
Hassan Whiteside,MIA,14_15,11.8,10.0,0.1,0.451,0
Terrence Jones,HOU,14_15,11.7,6.7,1.1,0.683,0
Danny Green,SAS,14_15,11.7,4.2,2.0,0.671,0
Draymond Green,GSW,14_15,11.7,8.2,3.7,0.817,0
David West,IND,14_15,11.7,6.8,3.4,0.463,0
Aaron Brooks,CHI,14_15,11.6,2.0,3.2,0.61,0
DeAndre Jordan,LAC,14_15,11.5,15.0,0.7,0.683,0
Ersan Ilyasova,MIL,14_15,11.5,4.8,1.0,0.5,0
Amar'e Stoudemire,DALNYK,14_15,11.5,5.6,0.8,,0
Tim Hardaway Jr.,NYK,14_15,11.5,2.2,1.8,0.207,0
Corey Brewer,HOUMIN,14_15,11.5,3.7,2.2,,0
O.J. Mayo,MIL,14_15,11.4,2.6,2.8,0.5,0
Jeremy Lin,LAL,14_15,11.2,2.6,4.6,0.256,0
Jodie Meeks,DET,14_15,11.1,1.7,1.3,0.39,0
Vander Blue,LAL,14_15,11.0,4.5,4.0,0.256,0
Nene,WAS,14_15,11.0,5.1,1.8,0.561,0
Michael Kidd-Gilchrist,CHO,14_15,10.9,7.6,1.4,0.402,0
Anthony Morrow,OKC,14_15,10.7,2.6,0.8,0.549,0
Brandon Bass,BOS,14_15,10.6,4.9,1.3,0.488,0
Roy Hibbert,IND,14_15,10.6,7.1,1.1,0.463,0
Manu Ginobili,SAS,14_15,10.5,3.0,4.2,0.671,0
Marcus Morris,PHO,14_15,10.4,4.8,1.6,0.476,0
Marreese Speights,GSW,14_15,10.4,4.3,0.9,0.817,0
Alexey Shved,HOUNYKPHI,14_15,10.3,2.4,2.5,,0
Taj Gibson,CHI,14_15,10.3,6.4,1.1,0.61,0
Tyson Chandler,DAL,14_15,10.3,11.5,1.1,0.61,0
Ricky Rubio,MIN,14_15,10.3,5.7,8.8,0.195,0
Kelly Olynyk,BOS,14_15,10.3,4.7,1.7,0.488,0
Mario Chalmers,MIA,14_15,10.2,2.6,3.8,0.451,0
Nikola Mirotic,CHI,14_15,10.2,4.9,1.2,0.61,0
Tyler Zeller,BOS,14_15,10.2,5.7,1.4,0.488,0
Patrick Beverley,HOU,14_15,10.1,4.2,3.4,0.683,0
Zach LaVine,MIN,14_15,10.1,2.8,3.6,0.195,0
Courtney Lee,MEM,14_15,10.1,2.3,2.0,0.671,0
Harrison Barnes,GSW,14_15,10.1,5.5,1.4,0.817,0
Gary Neal,CHOMIN,14_15,10.1,2.4,1.9,,0
Matt Barnes,LAC,14_15,10.1,4.0,1.5,0.683,0
Wayne Ellington,LAL,14_15,10.0,3.2,1.6,0.256,0
C.J. Watson,IND,14_15,10.0,2.9,3.6,0.463,0
Dennis Schroder,ATL,14_15,10.0,2.1,4.1,0.732,0
Nerlens Noel,PHI,14_15,9.9,8.1,1.7,0.22,0
Wesley Johnson,LAL,14_15,9.9,4.2,1.6,0.256,0
Luc Mbah a Moute,PHI,14_15,9.9,4.9,1.6,0.22,0
Terrence Ross,TOR,14_15,9.8,2.8,1.0,0.598,0
Anderson Varejao,CLE,14_15,9.8,6.5,1.3,0.646,0
Gorgui Dieng,MIN,14_15,9.7,8.3,2.0,0.195,0
Timofey Mozgov,CLEDEN,14_15,9.7,7.3,0.7,,0
Robin Lopez,POR,14_15,9.6,6.7,0.9,0.622,0
Evan Turner,BOS,14_15,9.5,5.1,5.5,0.488,0
D.J. Augustin,DETOKC,14_15,9.5,2.0,4.3,,0
Greivis Vasquez,TOR,14_15,9.5,2.6,3.7,0.598,0
Mike Dunleavy,CHI,14_15,9.4,3.9,1.8,0.61,0
Luis Scola,IND,14_15,9.4,6.5,1.3,0.463,0
Nicolas Batum,POR,14_15,9.4,5.9,4.8,0.622,0
Amir Johnson,TOR,14_15,9.3,6.1,1.6,0.598,0
Isaiah Canaan,HOUPHI,14_15,9.2,1.9,2.1,,0
Marco Belinelli,SAS,14_15,9.2,2.5,1.5,0.671,0
P.J. Tucker,PHO,14_15,9.1,6.4,1.6,0.476,0
Jose Calderon,NYK,14_15,9.1,3.0,4.7,0.207,0
Jason Richardson,PHI,14_15,9.1,3.5,2.0,0.22,0
Bojan Bogdanovic,BRK,14_15,9.0,2.7,0.9,0.463,0
Rajon Rondo,BOSDAL,14_15,8.9,5.5,7.9,,0
Elfrid Payton,ORL,14_15,8.9,4.3,6.5,0.305,0
Solomon Hill,IND,14_15,8.9,3.8,2.2,0.463,0
Omri Casspi,SAC,14_15,8.9,3.9,1.5,0.354,0
Michael Beasley,MIA,14_15,8.8,3.7,1.3,0.451,0
Paul George,IND,14_15,8.8,3.7,1.0,0.463,0
Hollis Thompson,PHI,14_15,8.8,2.8,1.2,0.22,0
Devin Harris,DAL,14_15,8.8,1.8,3.1,0.61,0
Mason Plumlee,BRK,14_15,8.7,6.2,0.9,0.463,0
Boris Diaw,SAS,14_15,8.7,4.3,2.9,0.671,0
Randy Foye,DEN,14_15,8.7,1.7,2.4,0.366,0
Dwight Buycks,LAL,14_15,8.7,2.0,2.3,0.256,0
Rodney Hood,UTA,14_15,8.7,2.3,1.7,0.463,0
Chris Kaman,POR,14_15,8.6,6.5,0.9,0.622,0
Tony Allen,MEM,14_15,8.6,4.4,1.4,0.671,0
Mirza Teletovic,BRK,14_15,8.5,4.8,1.2,0.463,0
Tristan Thompson,CLE,14_15,8.5,8.0,0.5,0.646,0
Sebastian Telfair,OKC,14_15,8.4,1.9,2.8,0.549,0
Rudy Gobert,UTA,14_15,8.4,9.5,1.3,0.463,0
Derrick Williams,SAC,14_15,8.3,2.7,0.7,0.354,0
Ed Davis,LAL,14_15,8.3,7.6,1.2,0.256,0
Stephen Curry,GSW,15_16,30.1,5.4,6.7,0.89,1
James Harden,HOU,15_16,29.0,6.1,7.5,0.5,0
Kevin Durant,OKC,15_16,28.2,8.2,5.0,0.671,0
DeMarcus Cousins,SAC,15_16,26.9,11.5,3.3,0.402,0
LeBron James,CLE,15_16,25.3,7.4,6.8,0.695,0
Damian Lillard,POR,15_16,25.1,4.0,6.8,0.537,0
Anthony Davis,NOP,15_16,24.3,10.3,1.9,0.366,0
Russell Westbrook,OKC,15_16,23.5,7.8,10.4,0.671,0
DeMar DeRozan,TOR,15_16,23.5,4.5,4.0,0.683,0
Paul George,IND,15_16,23.1,7.0,4.1,0.549,0
Isaiah Thomas,BOS,15_16,22.2,3.0,6.2,0.585,0
Klay Thompson,GSW,15_16,22.1,3.8,2.1,0.89,0
Carmelo Anthony,NYK,15_16,21.8,7.7,4.2,0.39,0
Blake Griffin,LAC,15_16,21.4,8.4,4.9,0.646,0
Kyle Lowry,TOR,15_16,21.2,4.7,6.4,0.683,0
Kawhi Leonard,SAS,15_16,21.2,6.8,2.6,0.817,0
Jimmy Butler,CHI,15_16,20.9,5.3,4.8,0.512,0
Kemba Walker,CHO,15_16,20.9,4.4,5.2,0.585,0
CJ McCollum,POR,15_16,20.8,3.2,4.3,0.537,0
Andrew Wiggins,MIN,15_16,20.7,3.6,2.0,0.354,0
Brook Lopez,BRK,15_16,20.6,7.8,2.0,0.256,0
Eric Bledsoe,PHO,15_16,20.4,4.0,6.1,0.28,0
John Wall,WAS,15_16,19.9,4.9,10.2,0.5,0
Gordon Hayward,UTA,15_16,19.7,5.0,3.7,0.488,0
Kyrie Irving,CLE,15_16,19.6,3.0,4.7,0.695,0
Brandon Knight,PHO,15_16,19.6,3.9,5.1,0.28,0
Danilo Gallinari,DEN,15_16,19.5,5.3,2.5,0.402,0
Chris Paul,LAC,15_16,19.5,4.2,10.0,0.646,0
Chris Bosh,MIA,15_16,19.1,7.4,2.4,0.585,0
Dwyane Wade,MIA,15_16,19.0,4.1,4.6,0.585,0
Reggie Jackson,DET,15_16,18.8,3.2,6.2,0.537,0
Karl-Anthony Towns,MIN,15_16,18.3,10.5,2.0,0.354,0
Dirk Nowitzki,DAL,15_16,18.3,6.5,1.8,0.512,0
Nikola Vucevic,ORL,15_16,18.2,8.9,2.8,0.427,0
Khris Middleton,MIL,15_16,18.2,3.8,4.2,0.402,0
LaMarcus Aldridge,SAS,15_16,18.0,8.5,1.5,0.817,0
Kobe Bryant,LAL,15_16,17.6,3.7,2.8,0.207,0
Jahlil Okafor,PHI,15_16,17.5,7.0,1.2,0.122,0
Bradley Beal,WAS,15_16,17.4,3.4,2.9,0.5,0
Rudy Gay,SAC,15_16,17.2,6.5,1.7,0.402,0
Paul Millsap,ATL,15_16,17.1,9.0,3.3,0.585,0
Ryan Anderson,NOP,15_16,17.0,6.0,1.1,0.366,0
Giannis Antetokounmpo,MIL,15_16,16.9,7.6,4.3,0.402,0
Jrue Holiday,NOP,15_16,16.8,3.0,6.0,0.366,0
Marc Gasol,MEM,15_16,16.6,7.0,3.8,0.512,0
Pau Gasol,CHI,15_16,16.5,11.0,4.1,0.512,0
Derrick Favors,UTA,15_16,16.4,8.1,1.5,0.488,0
Derrick Rose,CHI,15_16,16.4,3.4,4.7,0.512,0
JJ Redick,LAC,15_16,16.3,1.9,1.4,0.646,0
Andre Drummond,DET,15_16,16.2,14.8,0.8,0.537,0
Kevin Love,CLE,15_16,16.0,9.9,2.4,0.695,0
Victor Oladipo,ORL,15_16,16.0,4.8,3.9,0.427,0
Jeff Teague,ATL,15_16,15.7,2.7,5.9,0.585,0
Jordan Clarkson,LAL,15_16,15.5,4.0,2.4,0.207,0
Evan Fournier,ORL,15_16,15.4,2.8,2.7,0.427,0
Lou Williams,LAL,15_16,15.3,2.5,2.5,0.207,0
Greg Monroe,MIL,15_16,15.3,8.8,2.3,0.402,0
Mike Conley,MEM,15_16,15.3,2.9,6.1,0.512,0
Zach Randolph,MEM,15_16,15.3,7.8,2.1,0.512,0
Eric Gordon,NOP,15_16,15.2,2.2,2.7,0.366,0
Al Horford,ATL,15_16,15.2,7.3,3.2,0.585,0
Avery Bradley,BOS,15_16,15.2,2.9,2.1,0.585,0
Tyreke Evans,NOP,15_16,15.2,5.2,6.6,0.366,0
Thaddeus Young,BRK,15_16,15.1,9.0,1.9,0.256,0
Nicolas Batum,CHO,15_16,14.9,6.1,5.8,0.585,0
Tobias Harris,DETORL,15_16,14.7,6.7,2.2,,0
Rodney Hood,UTA,15_16,14.5,3.4,2.7,0.488,0
Kentavious Caldwell-Pope,DET,15_16,14.5,3.7,1.8,0.537,0
Will Barton,DEN,15_16,14.4,5.8,2.5,0.402,0
Kristaps Porzingis,NYK,15_16,14.3,7.3,1.3,0.39,0
Hassan Whiteside,MIA,15_16,14.2,11.8,0.4,0.585,0
Jae Crowder,BOS,15_16,14.2,5.1,1.8,0.585,0
Jamal Crawford,LAC,15_16,14.2,1.8,2.3,0.646,0
Goran Dragic,MIA,15_16,14.1,3.8,5.8,0.585,0
Marcus Morris,DET,15_16,14.1,5.0,2.5,0.537,0
Deron Williams,DAL,15_16,14.1,2.9,5.8,0.512,0
Jabari Parker,MIL,15_16,14.1,5.2,1.7,0.402,0
Zach LaVine,MIN,15_16,14.0,2.8,3.1,0.354,0
Darren Collison,SAC,15_16,14.0,2.3,4.3,0.402,0
Draymond Green,GSW,15_16,14.0,9.5,7.4,0.89,0
Monta Ellis,IND,15_16,13.8,3.3,4.7,0.549,0
Devin Booker,PHO,15_16,13.8,2.5,2.6,0.28,0
Dwight Howard,HOU,15_16,13.7,11.8,1.4,0.5,0
Chandler Parsons,DAL,15_16,13.7,4.7,2.8,0.512,0
Marcin Gortat,WAS,15_16,13.5,9.9,1.4,0.5,0
Alec Burks,UTA,15_16,13.3,3.5,2.0,0.488,0
D'Angelo Russell,LAL,15_16,13.2,3.4,3.3,0.207,0
Dahntay Jones,CLE,15_16,13.0,5.0,2.0,0.695,0
Jarrett Jack,BRK,15_16,12.8,4.2,7.4,0.256,0
Emmanuel Mudiay,DEN,15_16,12.8,3.4,5.5,0.402,0
Robert Covington,PHI,15_16,12.8,6.3,1.4,0.122,0
Arron Afflalo,NYK,15_16,12.8,3.7,2.0,0.39,0
Jonas Valanciunas,TOR,15_16,12.8,9.1,0.7,0.683,0
Michael Beasley,HOU,15_16,12.8,4.9,0.8,0.5,0
DeAndre Jordan,LAC,15_16,12.7,13.8,1.2,0.646,0
Michael Kidd-Gilchrist,CHO,15_16,12.7,6.4,1.3,0.585,0
Enes Freedom,OKC,15_16,12.7,8.1,0.4,0.671,0
Trevor Ariza,HOU,15_16,12.7,4.5,2.3,0.5,0
Ish Smith,NOPPHI,15_16,12.6,4.0,6.5,,0
Serge Ibaka,OKC,15_16,12.6,6.8,0.8,0.671,0
Wesley Matthews,DAL,15_16,12.5,3.1,1.9,0.512,0
Kenneth Faried,DEN,15_16,12.5,8.7,1.2,0.402,0
J.R. Smith,CLE,15_16,12.4,2.8,1.7,0.695,0
Luol Deng,MIA,15_16,12.3,6.0,1.9,0.585,0
Gary Harris,DEN,15_16,12.3,2.9,1.9,0.402,0
Joe Johnson,BRKMIA,15_16,12.2,3.6,3.9,,0
Mirza Teletovic,PHO,15_16,12.2,3.8,1.1,0.28,0
George Hill,IND,15_16,12.1,4.0,3.5,0.549,0
Al Jefferson,CHO,15_16,12.0,6.4,1.5,0.585,0
Markieff Morris,PHOWAS,15_16,12.0,5.5,1.9,,0
Rajon Rondo,SAC,15_16,11.9,6.0,11.7,0.402,0
Tony Parker,SAS,15_16,11.9,2.4,5.3,0.817,0
Omri Casspi,SAC,15_16,11.8,5.9,1.4,0.402,0
Nikola Mirotic,CHI,15_16,11.8,5.5,1.5,0.512,0
C.J. Miles,IND,15_16,11.8,2.7,1.0,0.549,0
Jeff Green,LACMEM,15_16,11.7,4.2,1.7,,0
Harrison Barnes,GSW,15_16,11.7,4.9,1.8,0.89,0
Jeremy Lin,CHO,15_16,11.7,3.2,3.0,0.585,0
Marvin Williams,CHO,15_16,11.7,6.4,1.4,0.585,0
Kent Bazemore,ATL,15_16,11.6,5.1,2.3,0.585,0
Otto Porter Jr.,WAS,15_16,11.6,5.2,1.6,0.5,0
Michael Carter-Williams,MIL,15_16,11.5,5.1,5.2,0.402,0
Jordan Hamilton,NOP,15_16,11.4,5.6,2.3,0.366,0
Julius Randle,LAL,15_16,11.3,10.2,1.8,0.207,0
Bojan Bogdanovic,BRK,15_16,11.2,3.2,1.3,0.256,0
Nerlens Noel,PHI,15_16,11.1,8.1,1.8,0.122,0
Sean Kilpatrick,BRKDEN,15_16,11.1,1.8,0.9,,0
DeMarre Carroll,TOR,15_16,11.0,4.7,1.0,0.683,0
Dennis Schroder,ATL,15_16,11.0,2.6,4.4,0.585,0
Isaiah Canaan,PHI,15_16,11.0,2.3,1.8,0.122,0
T.J. Warren,PHO,15_16,11.0,3.1,0.9,0.28,0
J.J. Barea,DAL,15_16,10.9,2.1,4.1,0.512,0
Elfrid Payton,ORL,15_16,10.7,3.6,6.4,0.427,0
Trey Burke,UTA,15_16,10.6,1.8,2.3,0.488,0
Norris Cole,NOP,15_16,10.6,3.4,3.7,0.366,0
Evan Turner,BOS,15_16,10.5,4.9,4.4,0.585,0
Shabazz Muhammad,MIN,15_16,10.5,3.3,0.6,0.354,0
Jerryd Bayless,MIL,15_16,10.4,2.7,3.1,0.402,0
Ersan Ilyasova,DETORL,15_16,10.4,5.4,0.9,,0
Myles Turner,IND,15_16,10.3,5.5,0.7,0.549,0
Jared Sullinger,BOS,15_16,10.3,8.3,2.3,0.585,0
Mario Chalmers,MEMMIA,15_16,10.3,2.6,3.8,,0
Allen Crabbe,POR,15_16,10.3,2.7,1.2,0.537,0
Robin Lopez,NYK,15_16,10.3,7.3,1.4,0.39,0
Marco Belinelli,SAC,15_16,10.2,1.7,1.9,0.402,0
Al-Farouq Aminu,POR,15_16,10.2,6.1,1.7,0.537,0
Gorgui Dieng,MIN,15_16,10.1,7.1,1.7,0.354,0
Ricky Rubio,MIN,15_16,10.1,4.3,8.7,0.354,0
Matt Barnes,MEM,15_16,10.0,5.5,2.1,0.512,0
Kelly Olynyk,BOS,15_16,10.0,4.1,1.5,0.585,0
Nikola Jokic,DEN,15_16,10.0,7.0,2.4,0.402,0
Ramon Sessions,WAS,15_16,9.9,2.5,2.9,0.5,0
Terrence Ross,TOR,15_16,9.9,2.5,0.8,0.683,0
Patrick Beverley,HOU,15_16,9.9,3.5,3.4,0.5,0
Hollis Thompson,PHI,15_16,9.8,3.5,1.3,0.122,0
Dion Waiters,OKC,15_16,9.8,2.6,2.0,0.671,0
Carl Landry,PHI,15_16,9.8,4.1,0.9,0.122,0
Gary Neal,WAS,15_16,9.8,2.1,1.2,0.5,0
Jerami Grant,PHI,15_16,9.7,4.7,1.8,0.122,0
Marcus Thornton,HOUWAS,15_16,9.7,2.5,1.4,,0
Courtney Lee,CHOMEM,15_16,9.6,2.6,1.7,,0
Manu Ginobili,SAS,15_16,9.6,2.5,3.1,0.817,0
Raymond Felton,DAL,15_16,9.5,3.2,3.6,0.512,0
Doug McDermott,CHI,15_16,9.4,2.4,0.7,0.512,0
Kevin Martin,MINSAS,15_16,9.3,2.0,1.1,,0
Derrick Williams,NYK,15_16,9.3,3.7,0.9,0.39,0
Ian Mahinmi,IND,15_16,9.3,7.1,1.5,0.549,0
Kyle Korver,ATL,15_16,9.2,3.2,2.0,0.585,0
Aaron Gordon,ORL,15_16,9.2,6.5,1.6,0.427,0
Nene,WAS,15_16,9.2,4.5,1.7,0.5,0
Jordan Farmar,MEM,15_16,9.2,2.1,3.1,0.512,0
Marcus Smart,BOS,15_16,9.1,4.2,3.0,0.585,0
Mason Plumlee,POR,15_16,9.1,7.7,2.8,0.537,0
Rudy Gobert,UTA,15_16,9.1,11.0,1.5,0.488,0
Alex Len,PHO,15_16,9.0,7.6,1.2,0.28,0
Gerald Green,MIA,15_16,8.9,2.4,0.8,0.585,0
Rodney Stuckey,IND,15_16,8.9,2.7,2.4,0.549,0
Archie Goodwin,PHO,15_16,8.9,2.5,2.1,0.28,0
Austin Rivers,LAC,15_16,8.9,1.9,1.5,0.646,0
Jordan Hill,IND,15_16,8.8,6.2,1.2,0.549,0
Jeremy Lamb,CHO,15_16,8.8,3.8,1.2,0.585,0
Cody Zeller,CHO,15_16,8.7,6.2,1.0,0.585,0
Luis Scola,TOR,15_16,8.7,4.7,0.9,0.683,0
Tyler Johnson,MIA,15_16,8.7,3.0,2.2,0.585,0
Toney Douglas,NOP,15_16,8.7,2.3,2.6,0.366,0
Terrence Jones,HOU,15_16,8.7,4.2,0.8,0.5,0
Gerald Henderson,POR,15_16,8.7,2.9,1.0,0.537,0
Shelvin Mack,ATLUTA,15_16,8.6,2.5,3.6,,0
Taj Gibson,CHI,15_16,8.6,6.9,1.5,0.512,0
Tim Duncan,SAS,15_16,8.6,7.3,2.7,0.817,0
Zaza Pachulia,DAL,15_16,8.6,9.4,1.7,0.512,0
Patty Mills,SAS,15_16,8.5,2.0,2.8,0.817,0
Jon Leuer,PHO,15_16,8.5,5.6,1.1,0.28,0
Cory Joseph,TOR,15_16,8.5,2.6,3.1,0.683,0
Nik Stauskas,PHI,15_16,8.5,2.5,1.9,0.122,0
Meyers Leonard,POR,15_16,8.4,5.1,1.5,0.537,0
Tony Wroten,PHI,15_16,8.4,2.6,2.5,0.122,0
Tony Allen,MEM,15_16,8.4,4.6,1.1,0.512,0
Lance Stephenson,LACMEM,15_16,8.3,3.2,1.9,,0
Mo Williams,CLE,15_16,8.2,1.8,2.4,0.695,0
Russell Westbrook,OKC,16_17,31.6,10.7,10.4,0.573,1
James Harden,HOU,16_17,29.1,8.1,11.2,0.671,0
Isaiah Thomas,BOS,16_17,28.9,2.7,5.9,0.646,0
Anthony Davis,NOP,16_17,28.0,11.8,2.1,0.415,0
DeMar DeRozan,TOR,16_17,27.3,5.2,3.9,0.622,0
Damian Lillard,POR,16_17,27.0,4.9,5.9,0.5,0
DeMarcus Cousins,NOPSAC,16_17,27.0,11.0,4.6,,0
LeBron James,CLE,16_17,26.4,8.6,8.7,0.622,0
Kawhi Leonard,SAS,16_17,25.5,5.8,3.5,0.744,0
Stephen Curry,GSW,16_17,25.3,4.5,6.6,0.817,0
Kyrie Irving,CLE,16_17,25.2,3.2,5.8,0.622,0
Karl-Anthony Towns,MIN,16_17,25.1,12.3,2.7,0.378,0
Kevin Durant,GSW,16_17,25.1,8.3,4.8,0.817,0
Jimmy Butler,CHI,16_17,23.9,6.2,5.5,0.5,0
Paul George,IND,16_17,23.7,6.6,3.3,0.512,0
Andrew Wiggins,MIN,16_17,23.6,4.0,2.3,0.378,0
Kemba Walker,CHO,16_17,23.2,3.9,5.5,0.439,0
John Wall,WAS,16_17,23.1,4.2,10.7,0.598,0
Bradley Beal,WAS,16_17,23.1,3.1,3.5,0.598,0
CJ McCollum,POR,16_17,23.0,3.6,3.6,0.5,0
Giannis Antetokounmpo,MIL,16_17,22.9,8.8,5.4,0.512,0
Carmelo Anthony,NYK,16_17,22.4,5.9,2.9,0.378,0
Kyle Lowry,TOR,16_17,22.4,4.8,7.0,0.622,0
Klay Thompson,GSW,16_17,22.3,3.7,2.1,0.817,0
Devin Booker,PHO,16_17,22.1,3.2,3.4,0.293,0
Gordon Hayward,UTA,16_17,21.9,5.4,3.5,0.622,0
Blake Griffin,LAC,16_17,21.6,8.1,4.9,0.622,0
Eric Bledsoe,PHO,16_17,21.1,4.8,6.3,0.293,0
Brook Lopez,BRK,16_17,20.5,5.4,2.3,0.244,0
Mike Conley,MEM,16_17,20.5,3.5,6.3,0.524,0
Goran Dragic,MIA,16_17,20.3,3.8,5.8,0.5,0
Joel Embiid,PHI,16_17,20.2,7.8,2.1,0.341,0
Jabari Parker,MIL,16_17,20.1,6.2,2.8,0.512,0
Marc Gasol,MEM,16_17,19.5,6.3,4.6,0.524,0
Harrison Barnes,DAL,16_17,19.2,5.0,1.5,0.402,0
Kevin Love,CLE,16_17,19.0,11.1,1.9,0.622,0
Zach LaVine,MIN,16_17,18.9,3.4,3.0,0.378,0
Rudy Gay,SAC,16_17,18.7,6.3,2.8,0.39,0
Dwyane Wade,CHI,16_17,18.3,4.5,3.8,0.5,0
Danilo Gallinari,DEN,16_17,18.2,5.2,2.1,0.488,0
Kristaps Porzingis,NYK,16_17,18.1,7.2,1.5,0.378,0
Chris Paul,LAC,16_17,18.1,5.0,9.2,0.622,0
